sku_id,product_id,product_name,category,color,store_id,store_name,current_stock,reorder_point,unit_cost,supplier,lead_time_days,last_restock_date,stockout_flag
PR0007-Grey-S1,PR0007,Top Style 7,Tops,Grey,S1,Koramangala Flagship,34,7,277.46,Everstyle Manufacturing,31,2025-11-20,0
PR0007-Grey-S2,PR0007,Top Style 7,Tops,Grey,S2,Indiranagar Store,27,8,277.46,Everstyle Manufacturing,32,2025-11-20,0
PR0007-Olive-S1,PR0007,Top Style 7,Tops,Olive,S1,Koramangala Flagship,54,11,277.46,Metro Garment Works,19,2025-11-20,0
PR0007-Olive-S2,PR0007,Top Style 7,Tops,Olive,S2,Indiranagar Store,51,5,277.46,Everstyle Manufacturing,27,2025-11-20,0
PR0007-Olive-S3,PR0007,Top Style 7,Tops,Olive,S3,Downtown Mall Store,30,8,277.46,Metro Garment Works,13,2025-11-20,0
PR0008-Black-S1,PR0008,Top Style 8,Tops,Black,S1,Koramangala Flagship,30,11,326.91,Metro Garment Works,19,2025-11-20,0
PR0008-Black-S2,PR0008,Top Style 8,Tops,Black,S2,Indiranagar Store,50,13,326.91,Metro Garment Works,13,2025-11-20,0
PR0008-Black-S3,PR0008,Top Style 8,Tops,Black,S3,Downtown Mall Store,57,11,326.91,Northline Apparel Co.,18,2025-11-20,0
PR0008-Grey-S1,PR0008,Top Style 8,Tops,Grey,S1,Koramangala Flagship,14,11,326.91,Coastal Textiles Pvt Ltd,33,2025-11-20,0
PR0008-Grey-S2,PR0008,Top Style 8,Tops,Grey,S2,Indiranagar Store,25,6,326.91,Coastal Textiles Pvt Ltd,17,2025-11-20,0
PR0008-Grey-S3,PR0008,Top Style 8,Tops,Grey,S3,Downtown Mall Store,21,10,326.91,Everstyle Manufacturing,25,2025-11-20,0
PR0008-Beige-S1,PR0008,Top Style 8,Tops,Beige,S1,Koramangala Flagship,49,10,326.91,Coastal Textiles Pvt Ltd,30,2025-11-20,0
PR0008-Beige-S2,PR0008,Top Style 8,Tops,Beige,S2,Indiranagar Store,3,11,326.91,Everstyle Manufacturing,14,2025-11-20,1
PR0009-Black-S1,PR0009,Top Style 9,Tops,Black,S1,Koramangala Flagship,56,11,320.35,Everstyle Manufacturing,21,2025-11-20,0
PR0009-Black-S2,PR0009,Top Style 9,Tops,Black,S2,Indiranagar Store,21,14,320.35,Northline Apparel Co.,18,2025-11-20,0
PR0009-Black-S3,PR0009,Top Style 9,Tops,Black,S3,Downtown Mall Store,1,10,320.35,Everstyle Manufacturing,32,2025-11-20,1
PR0009-Beige-S1,PR0009,Top Style 9,Tops,Beige,S1,Koramangala Flagship,35,11,320.35,Metro Garment Works,10,2025-11-20,0
PR0009-Beige-S2,PR0009,Top Style 9,Tops,Beige,S2,Indiranagar Store,37,11,320.35,Metro Garment Works,17,2025-11-20,0
PR0009-Beige-S3,PR0009,Top Style 9,Tops,Beige,S3,Downtown Mall Store,21,6,320.35,Everstyle Manufacturing,31,2025-11-20,0
PR0010-Olive-S1,PR0010,Top Style 10,Tops,Olive,S1,Koramangala Flagship,26,8,587.78,Northline Apparel Co.,14,2025-11-20,0
PR0010-Olive-S2,PR0010,Top Style 10,Tops,Olive,S2,Indiranagar Store,11,9,587.78,Metro Garment Works,11,2025-11-20,0
PR0010-Black-S3,PR0010,Top Style 10,Tops,Black,S3,Downtown Mall Store,33,6,587.78,Coastal Textiles Pvt Ltd,26,2025-11-20,0
PR0011-Mustard-S1,PR0011,Top Style 11,Tops,Mustard,S1,Koramangala Flagship,33,8,413.62,Everstyle Manufacturing,34,2025-11-20,0
PR0011-Mustard-S2,PR0011,Top Style 11,Tops,Mustard,S2,Indiranagar Store,13,12,413.62,Metro Garment Works,12,2025-11-20,0
PR0011-Grey-S1,PR0011,Top Style 11,Tops,Grey,S1,Koramangala Flagship,32,7,413.62,Coastal Textiles Pvt Ltd,28,2025-11-20,0
PR0011-Grey-S2,PR0011,Top Style 11,Tops,Grey,S2,Indiranagar Store,7,7,413.62,Northline Apparel Co.,20,2025-11-20,1
PR0012-Red-S1,PR0012,Top Style 12,Tops,Red,S1,Koramangala Flagship,23,9,416.13,Metro Garment Works,28,2025-11-20,0
PR0012-Red-S2,PR0012,Top Style 12,Tops,Red,S2,Indiranagar Store,12,13,416.13,Northline Apparel Co.,21,2025-11-20,1
PR0012-Red-S3,PR0012,Top Style 12,Tops,Red,S3,Downtown Mall Store,0,11,416.13,Everstyle Manufacturing,29,2025-11-20,1
PR0012-Black-S1,PR0012,Top Style 12,Tops,Black,S1,Koramangala Flagship,7,14,416.13,Metro Garment Works,21,2025-11-20,1
PR0012-Black-S2,PR0012,Top Style 12,Tops,Black,S2,Indiranagar Store,49,6,416.13,Northline Apparel Co.,33,2025-11-20,0
PR0012-Black-S3,PR0012,Top Style 12,Tops,Black,S3,Downtown Mall Store,34,10,416.13,Coastal Textiles Pvt Ltd,33,2025-11-20,0
PR0012-Mustard-S1,PR0012,Top Style 12,Tops,Mustard,S1,Koramangala Flagship,20,6,416.13,Metro Garment Works,31,2025-11-20,0
PR0012-Mustard-S2,PR0012,Top Style 12,Tops,Mustard,S2,Indiranagar Store,10,5,416.13,Coastal Textiles Pvt Ltd,14,2025-11-20,0
PR0012-Mustard-S3,PR0012,Top Style 12,Tops,Mustard,S3,Downtown Mall Store,37,12,416.13,Everstyle Manufacturing,13,2025-11-20,0
PR0013-White-S1,PR0013,Top Style 13,Tops,White,S1,Koramangala Flagship,22,12,546.38,Coastal Textiles Pvt Ltd,24,2025-11-20,0
PR0013-White-S3,PR0013,Top Style 13,Tops,White,S3,Downtown Mall Store,4,5,546.38,Everstyle Manufacturing,33,2025-11-20,1
PR0013-Mustard-S3,PR0013,Top Style 13,Tops,Mustard,S3,Downtown Mall Store,40,13,546.38,Metro Garment Works,19,2025-11-20,0
PR0014-Black-S1,PR0014,Top Style 14,Tops,Black,S1,Koramangala Flagship,10,7,498.09,Everstyle Manufacturing,27,2025-11-20,0
PR0014-Black-S2,PR0014,Top Style 14,Tops,Black,S2,Indiranagar Store,55,7,498.09,Northline Apparel Co.,17,2025-11-20,0
PR0014-Black-S3,PR0014,Top Style 14,Tops,Black,S3,Downtown Mall Store,57,7,498.09,Northline Apparel Co.,19,2025-11-20,0
PR0014-Olive-S1,PR0014,Top Style 14,Tops,Olive,S1,Koramangala Flagship,11,12,498.09,Everstyle Manufacturing,26,2025-11-20,1
PR0014-Olive-S2,PR0014,Top Style 14,Tops,Olive,S2,Indiranagar Store,24,9,498.09,Northline Apparel Co.,21,2025-11-20,0
PR0014-Olive-S3,PR0014,Top Style 14,Tops,Olive,S3,Downtown Mall Store,53,14,498.09,Coastal Textiles Pvt Ltd,16,2025-11-20,0
PR0015-Mustard-S1,PR0015,Top Style 15,Tops,Mustard,S1,Koramangala Flagship,5,5,353.43,Everstyle Manufacturing,29,2025-11-20,1
PR0015-Red-S1,PR0015,Top Style 15,Tops,Red,S1,Koramangala Flagship,59,8,353.43,Coastal Textiles Pvt Ltd,17,2025-11-20,0
PR0015-Red-S2,PR0015,Top Style 15,Tops,Red,S2,Indiranagar Store,45,12,353.43,Coastal Textiles Pvt Ltd,16,2025-11-20,0
PR0016-Navy-S1,PR0016,Top Style 16,Tops,Navy,S1,Koramangala Flagship,50,12,410.65,Coastal Textiles Pvt Ltd,24,2025-11-20,0
PR0016-Navy-S2,PR0016,Top Style 16,Tops,Navy,S2,Indiranagar Store,22,6,410.65,Metro Garment Works,23,2025-11-20,0
PR0016-Navy-S3,PR0016,Top Style 16,Tops,Navy,S3,Downtown Mall Store,49,7,410.65,Northline Apparel Co.,10,2025-11-20,0
PR0016-Olive-S1,PR0016,Top Style 16,Tops,Olive,S1,Koramangala Flagship,30,14,410.65,Northline Apparel Co.,24,2025-11-20,0
PR0016-Olive-S2,PR0016,Top Style 16,Tops,Olive,S2,Indiranagar Store,18,9,410.65,Metro Garment Works,31,2025-11-20,0
PR0016-Olive-S3,PR0016,Top Style 16,Tops,Olive,S3,Downtown Mall Store,4,9,410.65,Metro Garment Works,27,2025-11-20,1
PR0017-Navy-S2,PR0017,Top Style 17,Tops,Navy,S2,Indiranagar Store,3,14,631.04,Metro Garment Works,23,2025-11-20,1
PR0017-Navy-S3,PR0017,Top Style 17,Tops,Navy,S3,Downtown Mall Store,17,13,631.04,Everstyle Manufacturing,10,2025-11-20,0
PR0017-Grey-S2,PR0017,Top Style 17,Tops,Grey,S2,Indiranagar Store,42,14,631.04,Metro Garment Works,13,2025-11-20,0
PR0017-Grey-S3,PR0017,Top Style 17,Tops,Grey,S3,Downtown Mall Store,51,5,631.04,Everstyle Manufacturing,18,2025-11-20,0
PR0017-Olive-S1,PR0017,Top Style 17,Tops,Olive,S1,Koramangala Flagship,43,9,631.04,Coastal Textiles Pvt Ltd,30,2025-11-20,0
PR0017-Olive-S2,PR0017,Top Style 17,Tops,Olive,S2,Indiranagar Store,12,7,631.04,Northline Apparel Co.,23,2025-11-20,0
PR0017-Olive-S3,PR0017,Top Style 17,Tops,Olive,S3,Downtown Mall Store,43,9,631.04,Everstyle Manufacturing,21,2025-11-20,0
PR0018-Black-S1,PR0018,Top Style 18,Tops,Black,S1,Koramangala Flagship,18,8,419.96,Coastal Textiles Pvt Ltd,25,2025-11-20,0
PR0018-Black-S2,PR0018,Top Style 18,Tops,Black,S2,Indiranagar Store,2,6,419.96,Metro Garment Works,13,2025-11-20,1
PR0018-Black-S3,PR0018,Top Style 18,Tops,Black,S3,Downtown Mall Store,59,11,419.96,Northline Apparel Co.,14,2025-11-20,0
PR0018-Olive-S1,PR0018,Top Style 18,Tops,Olive,S1,Koramangala Flagship,35,7,419.96,Everstyle Manufacturing,10,2025-11-20,0
PR0018-Olive-S2,PR0018,Top Style 18,Tops,Olive,S2,Indiranagar Store,36,6,419.96,Northline Apparel Co.,31,2025-11-20,0
PR0018-Olive-S3,PR0018,Top Style 18,Tops,Olive,S3,Downtown Mall Store,43,14,419.96,Everstyle Manufacturing,24,2025-11-20,0
PR0019-Grey-S2,PR0019,Bottom Style 1,Bottoms,Grey,S2,Indiranagar Store,57,7,780.07,Coastal Textiles Pvt Ltd,16,2025-11-20,0
PR0019-Grey-S3,PR0019,Bottom Style 1,Bottoms,Grey,S3,Downtown Mall Store,25,12,780.07,Everstyle Manufacturing,24,2025-11-20,0
PR0019-Black-S1,PR0019,Bottom Style 1,Bottoms,Black,S1,Koramangala Flagship,23,6,780.07,Everstyle Manufacturing,15,2025-11-20,0
PR0019-Black-S2,PR0019,Bottom Style 1,Bottoms,Black,S2,Indiranagar Store,41,10,780.07,Everstyle Manufacturing,15,2025-11-20,0
PR0019-Black-S3,PR0019,Bottom Style 1,Bottoms,Black,S3,Downtown Mall Store,53,9,780.07,Everstyle Manufacturing,14,2025-11-20,0
PR0020-Red-S2,PR0020,Bottom Style 2,Bottoms,Red,S2,Indiranagar Store,4,5,758.32,Northline Apparel Co.,10,2025-11-20,1
PR0020-Red-S3,PR0020,Bottom Style 2,Bottoms,Red,S3,Downtown Mall Store,31,5,758.32,Coastal Textiles Pvt Ltd,26,2025-11-20,0
PR0020-Navy-S1,PR0020,Bottom Style 2,Bottoms,Navy,S1,Koramangala Flagship,3,8,758.32,Metro Garment Works,21,2025-11-20,1
PR0020-Navy-S2,PR0020,Bottom Style 2,Bottoms,Navy,S2,Indiranagar Store,51,11,758.32,Metro Garment Works,19,2025-11-20,0
PR0020-Navy-S3,PR0020,Bottom Style 2,Bottoms,Navy,S3,Downtown Mall Store,40,10,758.32,Metro Garment Works,20,2025-11-20,0
PR0020-Mustard-S1,PR0020,Bottom Style 2,Bottoms,Mustard,S1,Koramangala Flagship,3,11,758.32,Coastal Textiles Pvt Ltd,22,2025-11-20,1
PR0020-Mustard-S3,PR0020,Bottom Style 2,Bottoms,Mustard,S3,Downtown Mall Store,48,5,758.32,Metro Garment Works,34,2025-11-20,0
PR0021-Grey-S1,PR0021,Bottom Style 3,Bottoms,Grey,S1,Koramangala Flagship,37,11,940.74,Metro Garment Works,25,2025-11-20,0
PR0021-Grey-S2,PR0021,Bottom Style 3,Bottoms,Grey,S2,Indiranagar Store,49,10,940.74,Metro Garment Works,27,2025-11-20,0
PR0021-Grey-S3,PR0021,Bottom Style 3,Bottoms,Grey,S3,Downtown Mall Store,2,6,940.74,Everstyle Manufacturing,34,2025-11-20,1
PR0021-Red-S1,PR0021,Bottom Style 3,Bottoms,Red,S1,Koramangala Flagship,55,14,940.74,Coastal Textiles Pvt Ltd,10,2025-11-20,0
PR0021-Red-S2,PR0021,Bottom Style 3,Bottoms,Red,S2,Indiranagar Store,44,14,940.74,Metro Garment Works,33,2025-11-20,0
PR0021-Red-S3,PR0021,Bottom Style 3,Bottoms,Red,S3,Downtown Mall Store,46,13,940.74,Northline Apparel Co.,30,2025-11-20,0
PR0021-White-S1,PR0021,Bottom Style 3,Bottoms,White,S1,Koramangala Flagship,34,8,940.74,Everstyle Manufacturing,28,2025-11-20,0
PR0021-White-S2,PR0021,Bottom Style 3,Bottoms,White,S2,Indiranagar Store,38,8,940.74,Metro Garment Works,11,2025-11-20,0
PR0021-White-S3,PR0021,Bottom Style 3,Bottoms,White,S3,Downtown Mall Store,7,6,940.74,Metro Garment Works,24,2025-11-20,0
PR0022-Olive-S1,PR0022,Bottom Style 4,Bottoms,Olive,S1,Koramangala Flagship,33,14,745.78,Metro Garment Works,20,2025-11-20,0
PR0022-Olive-S2,PR0022,Bottom Style 4,Bottoms,Olive,S2,Indiranagar Store,57,13,745.78,Northline Apparel Co.,27,2025-11-20,0
PR0022-Olive-S3,PR0022,Bottom Style 4,Bottoms,Olive,S3,Downtown Mall Store,5,5,745.78,Metro Garment Works,34,2025-11-20,1
PR0022-Black-S1,PR0022,Bottom Style 4,Bottoms,Black,S1,Koramangala Flagship,32,11,745.78,Everstyle Manufacturing,26,2025-11-20,0
PR0022-Black-S3,PR0022,Bottom Style 4,Bottoms,Black,S3,Downtown Mall Store,28,8,745.78,Metro Garment Works,18,2025-11-20,0
PR0022-White-S1,PR0022,Bottom Style 4,Bottoms,White,S1,Koramangala Flagship,34,9,745.78,Everstyle Manufacturing,17,2025-11-20,0
PR0022-White-S3,PR0022,Bottom Style 4,Bottoms,White,S3,Downtown Mall Store,50,10,745.78,Metro Garment Works,29,2025-11-20,0
PR0023-Mustard-S1,PR0023,Bottom Style 5,Bottoms,Mustard,S1,Koramangala Flagship,33,8,747.26,Everstyle Manufacturing,27,2025-11-20,0
PR0023-Mustard-S2,PR0023,Bottom Style 5,Bottoms,Mustard,S2,Indiranagar Store,54,12,747.26,Coastal Textiles Pvt Ltd,33,2025-11-20,0
PR0023-Red-S2,PR0023,Bottom Style 5,Bottoms,Red,S2,Indiranagar Store,9,13,747.26,Everstyle Manufacturing,11,2025-11-20,1
PR0023-Red-S3,PR0023,Bottom Style 5,Bottoms,Red,S3,Downtown Mall Store,39,5,747.26,Everstyle Manufacturing,15,2025-11-20,0
PR0024-Red-S1,PR0024,Bottom Style 6,Bottoms,Red,S1,Koramangala Flagship,23,8,716.85,Coastal Textiles Pvt Ltd,32,2025-11-20,0
PR0024-Red-S3,PR0024,Bottom Style 6,Bottoms,Red,S3,Downtown Mall Store,18,14,716.85,Coastal Textiles Pvt Ltd,12,2025-11-20,0
PR0024-Navy-S1,PR0024,Bottom Style 6,Bottoms,Navy,S1,Koramangala Flagship,57,10,716.85,Metro Garment Works,18,2025-11-20,0
PR0024-Navy-S2,PR0024,Bottom Style 6,Bottoms,Navy,S2,Indiranagar Store,44,12,716.85,Metro Garment Works,11,2025-11-20,0
PR0024-Beige-S1,PR0024,Bottom Style 6,Bottoms,Beige,S1,Koramangala Flagship,57,14,716.85,Northline Apparel Co.,18,2025-11-20,0
PR0024-Beige-S2,PR0024,Bottom Style 6,Bottoms,Beige,S2,Indiranagar Store,28,9,716.85,Northline Apparel Co.,25,2025-11-20,0
PR0024-Beige-S3,PR0024,Bottom Style 6,Bottoms,Beige,S3,Downtown Mall Store,4,9,716.85,Coastal Textiles Pvt Ltd,31,2025-11-20,1
PR0025-Red-S1,PR0025,Bottom Style 7,Bottoms,Red,S1,Koramangala Flagship,28,12,428.74,Northline Apparel Co.,13,2025-11-20,0
PR0025-Red-S3,PR0025,Bottom Style 7,Bottoms,Red,S3,Downtown Mall Store,17,13,428.74,Metro Garment Works,17,2025-11-20,0
PR0025-Navy-S2,PR0025,Bottom Style 7,Bottoms,Navy,S2,Indiranagar Store,34,10,428.74,Northline Apparel Co.,21,2025-11-20,0
PR0025-Navy-S3,PR0025,Bottom Style 7,Bottoms,Navy,S3,Downtown Mall Store,54,14,428.74,Northline Apparel Co.,12,2025-11-20,0
PR0025-White-S1,PR0025,Bottom Style 7,Bottoms,White,S1,Koramangala Flagship,13,14,428.74,Coastal Textiles Pvt Ltd,28,2025-11-20,1
PR0025-White-S3,PR0025,Bottom Style 7,Bottoms,White,S3,Downtown Mall Store,3,10,428.74,Northline Apparel Co.,16,2025-11-20,1
PR0026-Black-S1,PR0026,Bottom Style 8,Bottoms,Black,S1,Koramangala Flagship,18,6,809.04,Metro Garment Works,12,2025-11-20,0
PR0026-Black-S3,PR0026,Bottom Style 8,Bottoms,Black,S3,Downtown Mall Store,33,7,809.04,Coastal Textiles Pvt Ltd,31,2025-11-20,0
PR0026-White-S2,PR0026,Bottom Style 8,Bottoms,White,S2,Indiranagar Store,53,13,809.04,Metro Garment Works,15,2025-11-20,0
PR0026-White-S3,PR0026,Bottom Style 8,Bottoms,White,S3,Downtown Mall Store,15,13,809.04,Coastal Textiles Pvt Ltd,32,2025-11-20,0
PR0026-Mustard-S1,PR0026,Bottom Style 8,Bottoms,Mustard,S1,Koramangala Flagship,51,6,809.04,Northline Apparel Co.,16,2025-11-20,0
PR0026-Mustard-S2,PR0026,Bottom Style 8,Bottoms,Mustard,S2,Indiranagar Store,42,13,809.04,Metro Garment Works,22,2025-11-20,0
PR0026-Mustard-S3,PR0026,Bottom Style 8,Bottoms,Mustard,S3,Downtown Mall Store,31,14,809.04,Northline Apparel Co.,10,2025-11-20,0
PR0027-White-S1,PR0027,Bottom Style 9,Bottoms,White,S1,Koramangala Flagship,28,12,613.09,Coastal Textiles Pvt Ltd,20,2025-11-20,0
PR0027-White-S2,PR0027,Bottom Style 9,Bottoms,White,S2,Indiranagar Store,24,13,613.09,Northline Apparel Co.,14,2025-11-20,0
PR0027-Black-S1,PR0027,Bottom Style 9,Bottoms,Black,S1,Koramangala Flagship,20,9,613.09,Northline Apparel Co.,11,2025-11-20,0
PR0027-Black-S2,PR0027,Bottom Style 9,Bottoms,Black,S2,Indiranagar Store,7,10,613.09,Everstyle Manufacturing,34,2025-11-20,1
PR0027-Black-S3,PR0027,Bottom Style 9,Bottoms,Black,S3,Downtown Mall Store,31,8,613.09,Everstyle Manufacturing,13,2025-11-20,0
PR0027-Olive-S1,PR0027,Bottom Style 9,Bottoms,Olive,S1,Koramangala Flagship,35,11,613.09,Metro Garment Works,12,2025-11-20,0
PR0027-Olive-S2,PR0027,Bottom Style 9,Bottoms,Olive,S2,Indiranagar Store,51,11,613.09,Northline Apparel Co.,14,2025-11-20,0
PR0027-Olive-S3,PR0027,Bottom Style 9,Bottoms,Olive,S3,Downtown Mall Store,56,7,613.09,Everstyle Manufacturing,13,2025-11-20,0
PR0028-Black-S2,PR0028,Bottom Style 10,Bottoms,Black,S2,Indiranagar Store,10,8,900.38,Everstyle Manufacturing,20,2025-11-20,0
PR0028-Black-S3,PR0028,Bottom Style 10,Bottoms,Black,S3,Downtown Mall Store,4,5,900.38,Metro Garment Works,23,2025-11-20,1
PR0028-Beige-S2,PR0028,Bottom Style 10,Bottoms,Beige,S2,Indiranagar Store,4,7,900.38,Everstyle Manufacturing,23,2025-11-20,1
PR0028-Beige-S3,PR0028,Bottom Style 10,Bottoms,Beige,S3,Downtown Mall Store,31,8,900.38,Everstyle Manufacturing,19,2025-11-20,0
PR0028-Mustard-S1,PR0028,Bottom Style 10,Bottoms,Mustard,S1,Koramangala Flagship,52,13,900.38,Metro Garment Works,11,2025-11-20,0
PR0028-Mustard-S2,PR0028,Bottom Style 10,Bottoms,Mustard,S2,Indiranagar Store,48,11,900.38,Metro Garment Works,26,2025-11-20,0
PR0028-Mustard-S3,PR0028,Bottom Style 10,Bottoms,Mustard,S3,Downtown Mall Store,58,9,900.38,Coastal Textiles Pvt Ltd,31,2025-11-20,0
PR0029-Mustard-S1,PR0029,Bottom Style 11,Bottoms,Mustard,S1,Koramangala Flagship,50,9,811.74,Metro Garment Works,34,2025-11-20,0
PR0029-Mustard-S2,PR0029,Bottom Style 11,Bottoms,Mustard,S2,Indiranagar Store,31,6,811.74,Metro Garment Works,18,2025-11-20,0
PR0029-Mustard-S3,PR0029,Bottom Style 11,Bottoms,Mustard,S3,Downtown Mall Store,41,11,811.74,Everstyle Manufacturing,17,2025-11-20,0
