order_id,date,store_id,store_name,product_id,product_name,category,color,size,quantity,unit_price,discount_pct,discount_code,line_total,return_flag,payment_method,customer_id,sales_channel
500038,2024-01-04,S1,Koramangala Flagship,PR0040,Dresse Style 8,Dresses,Navy,XS,1,2767.09,30,CLEAR30,1936.96,0,upi,CU00040,online
500038,2024-01-04,S1,Koramangala Flagship,PR0065,Accessorie Style 5,Accessories,Black,XL,1,838.43,30,CLEAR30,586.9,0,upi,CU00040,online
500039,2024-01-04,S1,Koramangala Flagship,PR0041,Dresse Style 9,Dresses,Beige,XS,1,2294.6,30,CLEAR30,1606.22,0,card,CU00204,in-store
500039,2024-01-04,S1,Koramangala Flagship,PR0058,Footwear Style 8,Footwear,Mustard,L,1,3607.69,30,CLEAR30,2525.38,0,card,CU00204,in-store
500040,2024-01-04,S3,Downtown Mall Store,PR0057,Footwear Style 7,Footwear,Grey,XL,1,2524.05,15,FEST15,2145.44,0,upi,,in-store
500041,2024-01-05,S1,Koramangala Flagship,PR0011,Top Style 11,Tops,Beige,XL,1,917.83,25,FEST15,688.37,0,upi,CU00407,in-store
500042,2024-01-05,S2,Indiranagar Store,PR0015,Top Style 15,Tops,Grey,XL,1,754.12,20,SUMMER20,603.3,0,card,CU00265,online
500042,2024-01-05,S2,Indiranagar Store,PR0033,Dresse Style 1,Dresses,Olive,L,1,2028.11,20,SUMMER20,1622.49,0,card,CU00265,online
500043,2024-01-05,S2,Indiranagar Store,PR0067,Accessorie Style 7,Accessories,Red,S,1,327.41,25,FEST15,245.56,0,card,CU00082,online
500044,2024-01-05,S2,Indiranagar Store,PR0028,Bottom Style 10,Bottoms,Olive,M,1,2071.79,25,WELCOME10,1553.84,0,card,CU00117,in-store
500044,2024-01-05,S2,Indiranagar Store,PR0038,Dresse Style 6,Dresses,Black,XS,1,2102.5,25,WELCOME10,1576.88,0,card,CU00117,in-store
500045,2024-01-05,S2,Indiranagar Store,PR0026,Bottom Style 8,Bottoms,Beige,S,1,1799.06,30,CLEAR30,1259.34,0,cash,CU00546,in-store
500046,2024-01-05,S2,Indiranagar Store,PR0003,Top Style 3,Tops,Black,L,1,1268.76,0,,1268.76,0,upi,CU00032,in-store
500046,2024-01-05,S2,Indiranagar Store,PR0046,Outerwear Style 4,Outerwear,Grey,L,1,5879.42,0,,-5879.42,1,upi,CU00032,in-store
500047,2024-01-05,S2,Indiranagar Store,PR0029,Bottom Style 11,Bottoms,White,S,1,1664.63,25,,1248.47,0,card,,online
500047,2024-01-05,S2,Indiranagar Store,PR0026,Bottom Style 8,Bottoms,Red,XS,1,1799.06,25,,1349.3,0,card,,online
500048,2024-01-05,S3,Downtown Mall Store,PR0060,Footwear Style 10,Footwear,Black,S,1,3137.79,0,,3137.79,0,card,CU00036,online
500049,2024-01-05,S3,Downtown Mall Store,PR0052,Footwear Style 2,Footwear,Black,XL,1,4328.47,30,CLEAR30,3029.93,0,cash,CU00366,in-store
500050,2024-01-05,S3,Downtown Mall Store,PR0013,Top Style 13,Tops,Black,L,1,1476.28,0,,1476.28,0,card,CU00496,in-store
500050,2024-01-05,S3,Downtown Mall Store,PR0015,Top Style 15,Tops,Grey,L,2,754.12,0,,-1508.24,1,card,CU00496,in-store
500051,2024-01-06,S1,Koramangala Flagship,PR0033,Dresse Style 1,Dresses,Olive,M,1,2028.11,0,,2028.11,0,card,CU00192,in-store
500051,2024-01-06,S1,Koramangala Flagship,PR0006,Top Style 6,Tops,Navy,M,2,1267.18,0,,2534.36,0,card,CU00192,in-store
500052,2024-01-06,S1,Koramangala Flagship,PR0023,Bottom Style 5,Bottoms,Beige,XL,1,1788.45,20,SUMMER20,1430.76,0,upi,CU00440,in-store
500053,2024-01-06,S1,Koramangala Flagship,PR0066,Accessorie Style 6,Accessories,Red,M,1,663.08,15,FEST15,563.62,0,cash,CU00401,online
500053,2024-01-06,S1,Koramangala Flagship,PR0070,Accessorie Style 10,Accessories,Beige,L,1,304.06,15,FEST15,258.45,0,cash,CU00401,online
500054,2024-01-06,S1,Koramangala Flagship,PR0014,Top Style 14,Tops,Red,L,2,1191.94,0,,2383.88,0,cash,CU00368,in-store
500055,2024-01-06,S2,Indiranagar Store,PR0054,Footwear Style 4,Footwear,Mustard,XS,1,4407.34,15,FEST15,3746.24,0,upi,,in-store
500055,2024-01-06,S2,Indiranagar Store,PR0045,Outerwear Style 3,Outerwear,Red,M,1,5206.79,15,FEST15,4425.77,0,upi,,in-store
500055,2024-01-06,S2,Indiranagar Store,PR0018,Top Style 18,Tops,Beige,XS,1,1136.13,15,FEST15,965.71,0,upi,,in-store
500056,2024-01-06,S2,Indiranagar Store,PR0043,Outerwear Style 1,Outerwear,Olive,S,1,5562.11,25,FEST15,4171.58,0,card,CU00101,online
500057,2024-01-06,S2,Indiranagar Store,PR0036,Dresse Style 4,Dresses,Black,XS,1,2482.21,0,,2482.21,0,card,,in-store
500058,2024-01-06,S2,Indiranagar Store,PR0017,Top Style 17,Tops,Grey,S,1,1267.15,30,CLEAR30,887.0,0,card,CU00338,in-store
500058,2024-01-06,S2,Indiranagar Store,PR0038,Dresse Style 6,Dresses,Mustard,S,1,2102.5,30,CLEAR30,1471.75,0,card,CU00338,in-store
500059,2024-01-06,S2,Indiranagar Store,PR0027,Bottom Style 9,Bottoms,Mustard,L,1,1235.59,0,,1235.59,0,cash,CU00519,in-store
500060,2024-01-06,S3,Downtown Mall Store,PR0024,Bottom Style 6,Bottoms,Mustard,XL,1,1531.88,0,,1531.88,0,card,CU00335,in-store
500060,2024-01-06,S3,Downtown Mall Store,PR0058,Footwear Style 8,Footwear,Mustard,M,1,3607.69,0,,3607.69,0,card,CU00335,in-store
500061,2024-01-06,S3,Downtown Mall Store,PR0068,Accessorie Style 8,Accessories,Olive,S,1,544.33,25,FEST15,-408.25,1,upi,CU00020,online
500061,2024-01-06,S3,Downtown Mall Store,PR0017,Top Style 17,Tops,Navy,L,1,1267.15,25,FEST15,950.36,0,upi,CU00020,online
500061,2024-01-06,S3,Downtown Mall Store,PR0037,Dresse Style 5,Dresses,Grey,M,1,1405.64,25,FEST15,1054.23,0,upi,CU00020,online
500062,2024-01-06,S3,Downtown Mall Store,PR0052,Footwear Style 2,Footwear,Mustard,L,1,4328.47,0,,4328.47,0,card,CU00104,in-store
500063,2024-01-07,S1,Koramangala Flagship,PR0054,Footwear Style 4,Footwear,Red,XL,1,4407.34,25,FEST15,-3305.5,1,upi,CU00075,in-store
500064,2024-01-07,S1,Koramangala Flagship,PR0042,Dresse Style 10,Dresses,Grey,XS,1,2329.48,10,WELCOME10,-2096.53,1,upi,CU00157,online
500064,2024-01-07,S1,Koramangala Flagship,PR0071,Accessorie Style 11,Accessories,Mustard,L,1,1447.41,10,WELCOME10,1302.67,0,upi,CU00157,online
500065,2024-01-07,S1,Koramangala Flagship,PR0057,Footwear Style 7,Footwear,Red,S,1,2524.05,30,CLEAR30,1766.84,0,card,CU00007,online
500066,2024-01-07,S1,Koramangala Flagship,PR0066,Accessorie Style 6,Accessories,Navy,L,1,663.08,0,,663.08,0,cash,CU00522,online
500066,2024-01-07,S1,Koramangala Flagship,PR0011,Top Style 11,Tops,White,XS,1,917.83,0,,917.83,0,cash,CU00522,online
500066,2024-01-07,S1,Koramangala Flagship,PR0052,Footwear Style 2,Footwear,Grey,M,1,4328.47,0,,4328.47,0,cash,CU00522,online
500067,2024-01-07,S1,Koramangala Flagship,PR0050,Outerwear Style 8,Outerwear,Red,S,1,2712.23,30,CLEAR30,-1898.56,1,card,CU00477,online
500068,2024-01-07,S2,Indiranagar Store,PR0043,Outerwear Style 1,Outerwear,Olive,S,1,5562.11,0,,5562.11,0,upi,CU00347,in-store
500068,2024-01-07,S2,Indiranagar Store,PR0034,Dresse Style 2,Dresses,White,XL,1,2920.8,0,,2920.8,0,upi,CU00347,in-store
500069,2024-01-07,S2,Indiranagar Store,PR0004,Top Style 4,Tops,White,XL,2,1441.75,20,SUMMER20,2306.8,0,upi,CU00346,online
500070,2024-01-07,S2,Indiranagar Store,PR0020,Bottom Style 2,Bottoms,Olive,XS,1,1625.72,10,WELCOME10,1463.15,0,cash,CU00295,in-store
500071,2024-01-07,S2,Indiranagar Store,PR0068,Accessorie Style 8,Accessories,Navy,L,1,544.33,10,WELCOME10,489.9,0,card,,in-store
500071,2024-01-07,S2,Indiranagar Store,PR0053,Footwear Style 3,Footwear,Beige,S,1,2895.81,10,WELCOME10,-2606.23,1,card,,in-store
500071,2024-01-07,S2,Indiranagar Store,PR0024,Bottom Style 6,Bottoms,Beige,XS,1,1531.88,10,WELCOME10,1378.69,0,card,,in-store
500072,2024-01-07,S3,Downtown Mall Store,PR0040,Dresse Style 8,Dresses,Olive,S,1,2767.09,15,FEST15,2352.03,0,card,CU00400,in-store
500072,2024-01-07,S3,Downtown Mall Store,PR0027,Bottom Style 9,Bottoms,Mustard,XL,1,1235.59,15,FEST15,1050.25,0,card,CU00400,in-store
500073,2024-01-07,S3,Downtown Mall Store,PR0051,Footwear Style 1,Footwear,Beige,XS,1,3179.22,10,WELCOME10,2861.3,0,cash,CU00245,in-store
500074,2024-01-07,S3,Downtown Mall Store,PR0027,Bottom Style 9,Bottoms,Mustard,M,1,1235.59,0,,1235.59,0,upi,CU00062,online
500075,2024-01-07,S3,Downtown Mall Store,PR0033,Dresse Style 1,Dresses,Navy,XL,1,2028.11,0,,2028.11,0,upi,CU00431,online
500076,2024-01-07,S3,Downtown Mall Store,PR0017,Top Style 17,Tops,Olive,S,1,1267.15,0,,1267.15,0,upi,CU00400,in-store
500076,2024-01-07,S3,Downtown Mall Store,PR0052,Footwear Style 2,Footwear,Mustard,S,1,4328.47,0,,4328.47,0,upi,CU00400,in-store
500077,2024-01-07,S3,Downtown Mall Store,PR0051,Footwear Style 1,Footwear,Navy,XL,1,3179.22,30,CLEAR30,2225.45,0,upi,CU00030,in-store
500078,2024-01-08,S1,Koramangala Flagship,PR0071,Accessorie Style 11,Accessories,Beige,M,1,1447.41,0,,1447.41,0,card,CU00378,in-store
500079,2024-01-08,S1,Koramangala Flagship,PR0005,Top Style 5,Tops,Grey,S,2,1056.36,25,,1584.54,0,upi,CU00280,online
500079,2024-01-08,S1,Koramangala Flagship,PR0043,Outerwear Style 1,Outerwear,Navy,XS,1,5562.11,25,,4171.58,0,upi,CU00280,online
500079,2024-01-08,S1,Koramangala Flagship,PR0041,Dresse Style 9,Dresses,Olive,S,1,2294.6,25,,1720.95,0,upi,CU00280,online
500080,2024-01-08,S1,Koramangala Flagship,PR0054,Footwear Style 4,Footwear,Olive,L,1,4407.34,25,,3305.5,0,card,,online
500080,2024-01-08,S1,Koramangala Flagship,PR0051,Footwear Style 1,Footwear,Black,M,1,3179.22,25,,-2384.42,1,card,,online
500081,2024-01-08,S1,Koramangala Flagship,PR0026,Bottom Style 8,Bottoms,White,L,1,1799.06,15,FEST15,1529.2,0,cash,CU00205,in-store
500081,2024-01-08,S1,Koramangala Flagship,PR0018,Top Style 18,Tops,Navy,M,1,1136.13,15,FEST15,965.71,0,cash,CU00205,in-store
500082,2024-01-08,S2,Indiranagar Store,PR0071,Accessorie Style 11,Accessories,White,M,1,1447.41,0,,1447.41,0,upi,,in-store
500083,2024-01-08,S2,Indiranagar Store,PR0015,Top Style 15,Tops,Mustard,M,1,754.12,20,SUMMER20,603.3,0,upi,CU00022,in-store
500084,2024-01-08,S2,Indiranagar Store,PR0004,Top Style 4,Tops,Olive,S,1,1441.75,25,SUMMER20,-1081.31,1,card,CU00519,in-store
500084,2024-01-08,S2,Indiranagar Store,PR0014,Top Style 14,Tops,Olive,M,1,1191.94,25,SUMMER20,893.96,0,card,CU00519,in-store
500085,2024-01-08,S3,Downtown Mall Store,PR0045,Outerwear Style 3,Outerwear,Grey,XS,1,5206.79,20,SUMMER20,4165.43,0,card,CU00519,online
500085,2024-01-08,S3,Downtown Mall Store,PR0070,Accessorie Style 10,Accessories,Beige,M,1,304.06,20,SUMMER20,243.25,0,card,CU00519,online
500085,2024-01-08,S3,Downtown Mall Store,PR0031,Bottom Style 13,Bottoms,Black,XS,1,1044.22,20,SUMMER20,835.38,0,card,CU00519,online
500086,2024-01-08,S3,Downtown Mall Store,PR0009,Top Style 9,Tops,Red,S,1,836.21,20,SUMMER20,668.97,0,card,CU00082,in-store
500086,2024-01-08,S3,Downtown Mall Store,PR0021,Bottom Style 3,Bottoms,Navy,S,1,2390.86,20,SUMMER20,1912.69,0,card,CU00082,in-store
500087,2024-01-08,S3,Downtown Mall Store,PR0052,Footwear Style 2,Footwear,Mustard,XL,1,4328.47,25,,3246.35,0,upi,CU00130,in-store
500088,2024-01-09,S1,Koramangala Flagship,PR0021,Bottom Style 3,Bottoms,Beige,S,1,2390.86,25,SUMMER20,1793.14,0,card,CU00053,in-store
500089,2024-01-09,S1,Koramangala Flagship,PR0068,Accessorie Style 8,Accessories,Navy,XL,1,544.33,20,SUMMER20,-435.46,1,cash,CU00089,online
500089,2024-01-09,S1,Koramangala Flagship,PR0053,Footwear Style 3,Footwear,Mustard,S,1,2895.81,20,SUMMER20,2316.65,0,cash,CU00089,online
500090,2024-01-09,S1,Koramangala Flagship,PR0044,Outerwear Style 2,Outerwear,Black,L,1,2051.9,30,CLEAR30,1436.33,0,cash,CU00449,in-store
500091,2024-01-09,S2,Indiranagar Store,PR0020,Bottom Style 2,Bottoms,Grey,S,1,1625.72,20,SUMMER20,1300.58,0,card,CU00172,in-store
500092,2024-01-09,S2,Indiranagar Store,PR0050,Outerwear Style 8,Outerwear,Black,L,1,2712.23,10,WELCOME10,2441.01,0,card,,in-store
500093,2024-01-09,S2,Indiranagar Store,PR0045,Outerwear Style 3,Outerwear,Grey,XL,1,5206.79,30,CLEAR30,-3644.75,1,upi,CU00205,in-store
500093,2024-01-09,S2,Indiranagar Store,PR0045,Outerwear Style 3,Outerwear,Mustard,S,1,5206.79,30,CLEAR30,3644.75,0,upi,CU00205,in-store
500094,2024-01-09,S2,Indiranagar Store,PR0002,Top Style 2,Tops,Beige,S,1,1604.09,30,CLEAR30,-1122.86,1,card,CU00144,in-store
500094,2024-01-09,S2,Indiranagar Store,PR0011,Top Style 11,Tops,Olive,L,1,917.83,30,CLEAR30,642.48,0,card,CU00144,in-store
500095,2024-01-09,S3,Downtown Mall Store,PR0032,Bottom Style 14,Bottoms,Black,S,1,1989.97,0,,-1989.97,1,cash,CU00126,in-store
500095,2024-01-09,S3,Downtown Mall Store,PR0015,Top Style 15,Tops,White,M,1,754.12,0,,-754.12,1,cash,CU00126,in-store
500096,2024-01-09,S3,Downtown Mall Store,PR0013,Top Style 13,Tops,Grey,L,1,1476.28,20,SUMMER20,1181.02,0,card,CU00150,in-store
500097,2024-01-09,S3,Downtown Mall Store,PR0048,Outerwear Style 6,Outerwear,Navy,M,1,4993.77,0,,4993.77,0,card,CU00366,in-store
500097,2024-01-09,S3,Downtown Mall Store,PR0064,Accessorie Style 4,Accessories,Black,M,1,1022.08,0,,1022.08,0,card,CU00366,in-store
500098,2024-01-09,S3,Downtown Mall Store,PR0042,Dresse Style 10,Dresses,Grey,XL,1,2329.48,25,,1747.11,0,upi,CU00011,in-store
500098,2024-01-09,S3,Downtown Mall Store,PR0050,Outerwear Style 8,Outerwear,Olive,M,1,2712.23,25,,2034.17,0,upi,CU00011,in-store
500099,2024-01-10,S1,Koramangala Flagship,PR0044,Outerwear Style 2,Outerwear,Navy,L,1,2051.9,15,FEST15,1744.12,0,upi,CU00123,online
500099,2024-01-10,S1,Koramangala Flagship,PR0001,Top Style 1,Tops,Red,XS,1,1015.54,15,FEST15,863.21,0,upi,CU00123,online
500100,2024-01-10,S1,Koramangala Flagship,PR0071,Accessorie Style 11,Accessories,White,XS,1,1447.41,20,SUMMER20,1157.93,0,card,CU00267,in-store
500101,2024-01-10,S1,Koramangala Flagship,PR0042,Dresse Style 10,Dresses,Navy,XL,1,2329.48,0,,2329.48,0,card,CU00185,in-store
500101,2024-01-10,S1,Koramangala Flagship,PR0017,Top Style 17,Tops,Beige,XL,1,1267.15,0,,1267.15,0,card,CU00185,in-store
500102,2024-01-10,S3,Downtown Mall Store,PR0049,Outerwear Style 7,Outerwear,Red,XL,2,3971.31,25,,-5956.96,1,upi,CU00075,online
500102,2024-01-10,S3,Downtown Mall Store,PR0072,Accessorie Style 12,Accessories,Olive,L,1,703.12,25,,-527.34,1,upi,CU00075,online
500103,2024-01-10,S3,Downtown Mall Store,PR0022,Bottom Style 4,Bottoms,Navy,S,1,1664.26,25,,1248.2,0,card,,in-store
500104,2024-01-10,S3,Downtown Mall Store,PR0037,Dresse Style 5,Dresses,Navy,XL,1,1405.64,30,CLEAR30,983.95,0,card,CU00323,in-store
500105,2024-01-11,S1,Koramangala Flagship,PR0040,Dresse Style 8,Dresses,Black,XS,2,2767.09,10,WELCOME10,4980.76,0,upi,CU00063,in-store
500105,2024-01-11,S1,Koramangala Flagship,PR0029,Bottom Style 11,Bottoms,Black,XS,1,1664.63,10,WELCOME10,1498.17,0,upi,CU00063,in-store
500106,2024-01-11,S1,Koramangala Flagship,PR0064,Accessorie Style 4,Accessories,Beige,M,1,1022.08,0,,1022.08,0,upi,CU00109,in-store
