order_id,date,day_of_week,product_id,product_name,category,quantity,unit_price,discount_pct,line_total,payment_method,order_channel,customer_id
1019,2025-01-03,Friday,P04,Croissant,Pastry,1,3.0,0,3.0,cash,in-store,C0090
1020,2025-01-03,Friday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,online,
1021,2025-01-03,Friday,P04,Croissant,Pastry,1,3.0,0,3.0,upi,online,
1021,2025-01-03,Friday,P13,Bagel - Everything,Bread,1,2.5,0,2.5,upi,online,
1022,2025-01-03,Friday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,in-store,C0005
1023,2025-01-03,Friday,P04,Croissant,Pastry,1,3.0,0,3.0,card,online,C0008
1023,2025-01-03,Friday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,card,online,C0008
1024,2025-01-03,Friday,P01,Sourdough Loaf,Bread,1,4.5,15,3.82,card,in-store,C0013
1025,2025-01-03,Friday,P13,Bagel - Everything,Bread,1,2.5,15,2.12,cash,in-store,C0090
1026,2025-01-03,Friday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,upi,in-store,C0019
1027,2025-01-04,Saturday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,cash,in-store,C0090
1028,2025-01-04,Saturday,P14,Rye Loaf,Bread,1,4.9,0,4.9,card,in-store,C0044
1028,2025-01-04,Saturday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,card,in-store,C0044
1029,2025-01-04,Saturday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,
1029,2025-01-04,Saturday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,
1030,2025-01-04,Saturday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,card,in-store,C0036
1031,2025-01-04,Saturday,P15,Scone - Blueberry,Pastry,1,3.0,0,3.0,cash,in-store,C0080
1032,2025-01-04,Saturday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,upi,online,C0005
1032,2025-01-04,Saturday,P11,Cupcake (single),Cake,1,3.25,0,3.25,upi,online,C0005
1032,2025-01-04,Saturday,P06,Cinnamon Roll,Pastry,2,3.75,0,7.5,upi,online,C0005
1033,2025-01-04,Saturday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,upi,in-store,C0031
1034,2025-01-04,Saturday,P14,Rye Loaf,Bread,1,4.9,0,4.9,upi,in-store,
1035,2025-01-04,Saturday,P13,Bagel - Everything,Bread,1,2.5,15,2.12,card,in-store,C0100
1036,2025-01-04,Saturday,P05,Pain au Chocolat,Pastry,1,3.5,0,3.5,cash,online,C0083
1037,2025-01-04,Saturday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,card,in-store,C0074
1037,2025-01-04,Saturday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,card,in-store,C0074
1038,2025-01-04,Saturday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,catering,
1038,2025-01-04,Saturday,P13,Bagel - Everything,Bread,2,2.5,0,5.0,cash,catering,
1039,2025-01-04,Saturday,P13,Bagel - Everything,Bread,1,2.5,0,2.5,upi,in-store,C0033
1040,2025-01-05,Sunday,P04,Croissant,Pastry,1,3.0,0,3.0,card,in-store,C0048
1041,2025-01-05,Sunday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,in-store,C0013
1041,2025-01-05,Sunday,P01,Sourdough Loaf,Bread,1,4.5,15,3.82,cash,in-store,C0013
1043,2025-01-05,Sunday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,upi,in-store,C0017
1044,2025-01-05,Sunday,P14,Rye Loaf,Bread,1,4.9,0,4.9,upi,in-store,C0019
1045,2025-01-05,Sunday,P01,Sourdough Loaf,Bread,2,4.5,0,9.0,upi,in-store,C0032
1047,2025-01-05,Sunday,P04,Croissant,Pastry,1,3.0,0,3.0,card,in-store,
1048,2025-01-05,Sunday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,upi,in-store,
1048,2025-01-05,Sunday,P05,Pain au Chocolat,Pastry,2,3.5,0,7.0,upi,in-store,
1049,2025-01-05,Sunday,P15,Scone - Blueberry,Pastry,3,3.0,0,9.0,upi,in-store,C0006
1050,2025-01-05,Sunday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,in-store,C0012
1050,2025-01-05,Sunday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,cash,in-store,C0012
1050,2025-01-05,Sunday,P06,Cinnamon Roll,Pastry,1,3.75,15,3.19,cash,in-store,C0012
1052,2025-01-05,Sunday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,card,in-store,C0014
1052,2025-01-05,Sunday,P11,Cupcake (single),Cake,1,3.25,0,3.25,card,in-store,C0014
1054,2025-01-05,Sunday,P13,Bagel - Everything,Bread,2,2.5,0,5.0,upi,in-store,C0019
1054,2025-01-05,Sunday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,upi,in-store,C0019
1055,2025-01-06,Monday,P05,Pain au Chocolat,Pastry,1,3.5,0,3.5,card,in-store,C0075
1056,2025-01-06,Monday,P13,Bagel - Everything,Bread,3,2.5,0,7.5,upi,online,C0118
1057,2025-01-06,Monday,P14,Rye Loaf,Bread,1,4.9,0,4.9,card,in-store,
1058,2025-01-06,Monday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,in-store,
1058,2025-01-06,Monday,P14,Rye Loaf,Bread,1,4.9,0,4.9,cash,in-store,
1058,2025-01-06,Monday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,
1059,2025-01-06,Monday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,upi,online,C0106
1060,2025-01-06,Monday,P15,Scone - Blueberry,Pastry,1,3.0,15,2.55,upi,in-store,C0054
1060,2025-01-06,Monday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,upi,in-store,C0054
1060,2025-01-06,Monday,P04,Croissant,Pastry,1,3.0,0,3.0,upi,in-store,C0054
1061,2025-01-06,Monday,P04,Croissant,Pastry,1,3.0,0,3.0,card,catering,C0036
1062,2025-01-06,Monday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,upi,in-store,C0006
1062,2025-01-06,Monday,P14,Rye Loaf,Bread,1,4.9,15,4.17,upi,in-store,C0006
1064,2025-01-06,Monday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,card,in-store,C0126
1065,2025-01-06,Monday,P15,Scone - Blueberry,Pastry,3,3.0,0,9.0,upi,in-store,
1066,2025-01-06,Monday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,cash,in-store,
1067,2025-01-06,Monday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,cash,catering,
1068,2025-01-06,Monday,P04,Croissant,Pastry,1,3.0,0,3.0,cash,catering,
1068,2025-01-06,Monday,P04,Croissant,Pastry,1,3.0,0,3.0,cash,catering,
1069,2025-01-06,Monday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,upi,in-store,C0072
1070,2025-01-06,Monday,P05,Pain au Chocolat,Pastry,2,3.5,0,7.0,upi,in-store,
1071,2025-01-06,Monday,P15,Scone - Blueberry,Pastry,1,3.0,15,2.55,upi,in-store,C0031
1072,2025-01-07,Tuesday,P05,Pain au Chocolat,Pastry,1,3.5,0,3.5,card,in-store,
1073,2025-01-07,Tuesday,P05,Pain au Chocolat,Pastry,1,3.5,15,2.98,cash,in-store,C0022
1074,2025-01-07,Tuesday,P01,Sourdough Loaf,Bread,1,4.5,0,4.5,upi,in-store,C0051
1075,2025-01-07,Tuesday,P12,Bagel - Plain,Bread,3,2.25,0,6.75,upi,in-store,
1076,2025-01-07,Tuesday,P01,Sourdough Loaf,Bread,1,4.5,0,4.5,upi,in-store,
1077,2025-01-07,Tuesday,P13,Bagel - Everything,Bread,1,2.5,15,2.12,upi,in-store,C0111
1077,2025-01-07,Tuesday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,upi,in-store,C0111
1077,2025-01-07,Tuesday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,upi,in-store,C0111
1078,2025-01-08,Wednesday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,in-store,C0128
1078,2025-01-08,Wednesday,P06,Cinnamon Roll,Pastry,1,3.75,0,3.75,cash,in-store,C0128
1079,2025-01-08,Wednesday,P05,Pain au Chocolat,Pastry,1,3.5,0,3.5,cash,in-store,
1080,2025-01-08,Wednesday,P06,Cinnamon Roll,Pastry,1,3.75,0,3.75,card,in-store,C0079
1081,2025-01-08,Wednesday,P13,Bagel - Everything,Bread,1,2.5,0,2.5,upi,in-store,
1082,2025-01-08,Wednesday,P04,Croissant,Pastry,1,3.0,0,3.0,upi,in-store,C0011
1082,2025-01-08,Wednesday,P13,Bagel - Everything,Bread,1,2.5,0,2.5,upi,in-store,C0011
1082,2025-01-08,Wednesday,P04,Croissant,Pastry,1,3.0,15,2.55,upi,in-store,C0011
1083,2025-01-08,Wednesday,P01,Sourdough Loaf,Bread,1,4.5,0,4.5,cash,online,
1084,2025-01-08,Wednesday,P04,Croissant,Pastry,1,3.0,0,3.0,cash,in-store,C0007
1085,2025-01-08,Wednesday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,C0004
1087,2025-01-08,Wednesday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,card,in-store,C0049
1088,2025-01-08,Wednesday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,card,in-store,C0017
1088,2025-01-08,Wednesday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,card,in-store,C0017
1089,2025-01-08,Wednesday,P14,Rye Loaf,Bread,1,4.9,15,4.17,cash,in-store,C0087
1089,2025-01-08,Wednesday,P12,Bagel - Plain,Bread,2,2.25,0,4.5,cash,in-store,C0087
1091,2025-01-08,Wednesday,P03,Whole Wheat Loaf,Bread,3,4.75,0,14.25,card,in-store,C0120
1091,2025-01-08,Wednesday,P15,Scone - Blueberry,Pastry,1,3.0,15,2.55,card,in-store,C0120
1091,2025-01-08,Wednesday,P09,Oatmeal Raisin Cookie,Cookie,2,2.0,0,4.0,card,in-store,C0120
1091,2025-01-08,Wednesday,P02,Baguette,Bread,1,3.25,15,2.76,card,in-store,C0120
1092,2025-01-08,Wednesday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,catering,C0119
1092,2025-01-08,Wednesday,P13,Bagel - Everything,Bread,2,2.5,0,5.0,cash,catering,C0119
1094,2025-01-08,Wednesday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,in-store,C0082
1095,2025-01-08,Wednesday,P10,Birthday Cake (whole),Cake,1,32.0,15,27.2,upi,in-store,C0043
1095,2025-01-08,Wednesday,P14,Rye Loaf,Bread,2,4.9,0,9.8,upi,in-store,C0043
1096,2025-01-08,Wednesday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,upi,in-store,
1096,2025-01-08,Wednesday,P02,Baguette,Bread,1,3.25,0,3.25,upi,in-store,
1097,2025-01-09,Thursday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,upi,in-store,
1097,2025-01-09,Thursday,P13,Bagel - Everything,Bread,1,2.5,0,2.5,upi,in-store,
1097,2025-01-09,Thursday,P08,Chocolate Chip Cookie,Cookie,3,2.0,0,6.0,upi,in-store,
1098,2025-01-09,Thursday,P02,Baguette,Bread,1,3.25,0,3.25,card,in-store,C0066
1100,2025-01-09,Thursday,P05,Pain au Chocolat,Pastry,1,3.5,0,3.5,upi,in-store,C0003
1100,2025-01-09,Thursday,P07,Blueberry Muffin,Pastry,1,2.75,15,2.34,upi,in-store,C0003
1101,2025-01-09,Thursday,P03,Whole Wheat Loaf,Bread,2,4.75,0,9.5,upi,in-store,C0103
1101,2025-01-09,Thursday,P02,Baguette,Bread,1,3.25,0,3.25,upi,in-store,C0103
1102,2025-01-09,Thursday,P02,Baguette,Bread,1,3.25,15,2.76,card,in-store,C0026
1103,2025-01-10,Friday,P02,Baguette,Bread,1,3.25,0,3.25,upi,in-store,C0109
1103,2025-01-10,Friday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,upi,in-store,C0109
1103,2025-01-10,Friday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,upi,in-store,C0109
1104,2025-01-10,Friday,P09,Oatmeal Raisin Cookie,Cookie,2,2.0,0,4.0,upi,in-store,
1104,2025-01-10,Friday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,upi,in-store,
1104,2025-01-10,Friday,P05,Pain au Chocolat,Pastry,1,3.5,0,3.5,upi,in-store,
1105,2025-01-10,Friday,P05,Pain au Chocolat,Pastry,2,3.5,0,7.0,card,in-store,C0058
1106,2025-01-10,Friday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,upi,online,C0109
1106,2025-01-10,Friday,P13,Bagel - Everything,Bread,1,2.5,0,2.5,upi,online,C0109
1107,2025-01-10,Friday,P01,Sourdough Loaf,Bread,1,4.5,0,4.5,card,online,C0028
1108,2025-01-10,Friday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,card,online,C0109
1108,2025-01-10,Friday,P11,Cupcake (single),Cake,1,3.25,15,2.76,card,online,C0109
1108,2025-01-10,Friday,P15,Scone - Blueberry,Pastry,3,3.0,0,9.0,card,online,C0109
1109,2025-01-11,Saturday,P03,Whole Wheat Loaf,Bread,1,4.75,15,4.04,cash,in-store,
1111,2025-01-11,Saturday,P07,Blueberry Muffin,Pastry,3,2.75,0,8.25,cash,in-store,C0076
1111,2025-01-11,Saturday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,C0076
1111,2025-01-11,Saturday,P04,Croissant,Pastry,1,3.0,15,2.55,cash,in-store,C0076
1111,2025-01-11,Saturday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,in-store,C0076
1112,2025-01-11,Saturday,P08,Chocolate Chip Cookie,Cookie,3,2.0,0,6.0,cash,online,C0047
1112,2025-01-11,Saturday,P02,Baguette,Bread,2,3.25,0,6.5,cash,online,C0047
1113,2025-01-11,Saturday,P15,Scone - Blueberry,Pastry,2,3.0,0,6.0,cash,in-store,C0071
1113,2025-01-11,Saturday,P03,Whole Wheat Loaf,Bread,2,4.75,0,9.5,cash,in-store,C0071
1114,2025-01-11,Saturday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,card,in-store,C0014
1114,2025-01-11,Saturday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,card,in-store,C0014
1115,2025-01-11,Saturday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,card,catering,
1116,2025-01-11,Saturday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,
1117,2025-01-11,Saturday,P14,Rye Loaf,Bread,1,4.9,0,4.9,upi,in-store,
1118,2025-01-11,Saturday,P08,Chocolate Chip Cookie,Cookie,1,2.0,15,1.7,upi,in-store,C0119
1119,2025-01-11,Saturday,P14,Rye Loaf,Bread,1,4.9,0,4.9,upi,in-store,C0057
1119,2025-01-11,Saturday,P02,Baguette,Bread,1,3.25,0,3.25,upi,in-store,C0057
1119,2025-01-11,Saturday,P02,Baguette,Bread,3,3.25,0,9.75,upi,in-store,C0057
1120,2025-01-11,Saturday,P01,Sourdough Loaf,Bread,3,4.5,0,13.5,card,in-store,C0038
1122,2025-01-11,Saturday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,online,C0080
1122,2025-01-11,Saturday,P07,Blueberry Muffin,Pastry,3,2.75,0,8.25,cash,online,C0080
1123,2025-01-11,Saturday,P14,Rye Loaf,Bread,1,4.9,0,4.9,card,in-store,
1123,2025-01-11,Saturday,P03,Whole Wheat Loaf,Bread,3,4.75,0,14.25,card,in-store,
1124,2025-01-11,Saturday,P07,Blueberry Muffin,Pastry,3,2.75,0,8.25,upi,in-store,C0041
1125,2025-01-11,Saturday,P11,Cupcake (single),Cake,1,3.25,0,3.25,card,in-store,C0080
1125,2025-01-11,Saturday,P02,Baguette,Bread,1,3.25,0,3.25,card,in-store,C0080
1125,2025-01-11,Saturday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,card,in-store,C0080
1125,2025-01-11,Saturday,P06,Cinnamon Roll,Pastry,2,3.75,0,7.5,card,in-store,C0080
1126,2025-01-11,Saturday,P05,Pain au Chocolat,Pastry,1,3.5,0,3.5,cash,in-store,
1127,2025-01-11,Saturday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,upi,in-store,C0121
1127,2025-01-11,Saturday,P03,Whole Wheat Loaf,Bread,3,4.75,0,14.25,upi,in-store,C0121
1127,2025-01-11,Saturday,P05,Pain au Chocolat,Pastry,3,3.5,0,10.5,upi,in-store,C0121
1128,2025-01-11,Saturday,P05,Pain au Chocolat,Pastry,3,3.5,0,10.5,upi,in-store,
1128,2025-01-11,Saturday,P13,Bagel - Everything,Bread,1,2.5,0,2.5,upi,in-store,
1129,2025-01-12,Sunday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,in-store,
1130,2025-01-12,Sunday,P09,Oatmeal Raisin Cookie,Cookie,3,2.0,0,6.0,cash,online,C0004
1131,2025-01-12,Sunday,P02,Baguette,Bread,1,3.25,0,3.25,card,online,
1132,2025-01-12,Sunday,P03,Whole Wheat Loaf,Bread,2,4.75,0,9.5,card,in-store,C0062
1134,2025-01-12,Sunday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,cash,in-store,C0054
1134,2025-01-12,Sunday,P07,Blueberry Muffin,Pastry,1,2.75,15,2.34,cash,in-store,C0054
1134,2025-01-12,Sunday,P05,Pain au Chocolat,Pastry,1,3.5,0,3.5,cash,in-store,C0054
1135,2025-01-12,Sunday,P14,Rye Loaf,Bread,1,4.9,0,4.9,upi,in-store,
1135,2025-01-12,Sunday,P02,Baguette,Bread,3,3.25,0,9.75,upi,in-store,
1136,2025-01-12,Sunday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,upi,online,
1136,2025-01-12,Sunday,P04,Croissant,Pastry,2,3.0,0,6.0,upi,online,
1137,2025-01-12,Sunday,P02,Baguette,Bread,3,3.25,0,9.75,upi,in-store,C0094
1138,2025-01-12,Sunday,P07,Blueberry Muffin,Pastry,1,2.75,15,2.34,cash,in-store,
1139,2025-01-12,Sunday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,upi,online,
1139,2025-01-12,Sunday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,upi,online,
1139,2025-01-12,Sunday,P01,Sourdough Loaf,Bread,1,4.5,0,4.5,upi,online,
1140,2025-01-12,Sunday,P04,Croissant,Pastry,1,3.0,0,3.0,card,in-store,C0054
1141,2025-01-12,Sunday,P01,Sourdough Loaf,Bread,1,4.5,0,4.5,cash,in-store,C0057
1141,2025-01-12,Sunday,P15,Scone - Blueberry,Pastry,1,3.0,0,3.0,cash,in-store,C0057
1141,2025-01-12,Sunday,P05,Pain au Chocolat,Pastry,2,3.5,0,7.0,cash,in-store,C0057
1142,2025-01-12,Sunday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,upi,in-store,
1143,2025-01-12,Sunday,P15,Scone - Blueberry,Pastry,1,3.0,15,2.55,upi,in-store,
1143,2025-01-12,Sunday,P09,Oatmeal Raisin Cookie,Cookie,1,2.0,0,2.0,upi,in-store,
1144,2025-01-12,Sunday,P13,Bagel - Everything,Bread,1,2.5,0,2.5,upi,in-store,C0085
1144,2025-01-12,Sunday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,upi,in-store,C0085
1146,2025-01-12,Sunday,P15,Scone - Blueberry,Pastry,1,3.0,0,3.0,cash,online,
1146,2025-01-12,Sunday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,online,
1147,2025-01-12,Sunday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,card,in-store,
1148,2025-01-12,Sunday,P11,Cupcake (single),Cake,1,3.25,15,2.76,cash,in-store,C0106
1149,2025-01-12,Sunday,P04,Croissant,Pastry,1,3.0,0,3.0,cash,online,C0025
1149,2025-01-12,Sunday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,online,C0025
1150,2025-01-12,Sunday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,online,C0115
1150,2025-01-12,Sunday,P01,Sourdough Loaf,Bread,1,4.5,0,4.5,cash,online,C0115
1151,2025-01-12,Sunday,P13,Bagel - Everything,Bread,1,2.5,15,2.12,upi,in-store,C0012
1151,2025-01-12,Sunday,P06,Cinnamon Roll,Pastry,2,3.75,0,7.5,upi,in-store,C0012
1152,2025-01-12,Sunday,P14,Rye Loaf,Bread,1,4.9,0,4.9,upi,online,
1152,2025-01-12,Sunday,P04,Croissant,Pastry,1,3.0,0,3.0,upi,online,
1153,2025-01-13,Monday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,upi,in-store,C0125
1154,2025-01-13,Monday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,C0125
1154,2025-01-13,Monday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,in-store,C0125
1155,2025-01-13,Monday,P03,Whole Wheat Loaf,Bread,1,4.75,0,4.75,cash,in-store,C0082
1155,2025-01-13,Monday,P09,Oatmeal Raisin Cookie,Cookie,3,2.0,0,6.0,cash,in-store,C0082
1155,2025-01-13,Monday,P14,Rye Loaf,Bread,1,4.9,0,4.9,cash,in-store,C0082
1156,2025-01-13,Monday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,
1156,2025-01-13,Monday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,in-store,
1156,2025-01-13,Monday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,cash,in-store,
1157,2025-01-13,Monday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,cash,in-store,C0035
1157,2025-01-13,Monday,P15,Scone - Blueberry,Pastry,1,3.0,15,2.55,cash,in-store,C0035
1157,2025-01-13,Monday,P02,Baguette,Bread,1,3.25,0,3.25,cash,in-store,C0035
1158,2025-01-13,Monday,P10,Birthday Cake (whole),Cake,1,32.0,15,27.2,cash,in-store,C0102
1158,2025-01-13,Monday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,cash,in-store,C0102
1159,2025-01-13,Monday,P14,Rye Loaf,Bread,1,4.9,0,4.9,card,online,
1159,2025-01-13,Monday,P04,Croissant,Pastry,1,3.0,15,2.55,card,online,
1160,2025-01-13,Monday,P15,Scone - Blueberry,Pastry,1,3.0,0,3.0,upi,in-store,C0093
1160,2025-01-13,Monday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,upi,in-store,C0093
1161,2025-01-13,Monday,P07,Blueberry Muffin,Pastry,2,2.75,0,5.5,upi,in-store,C0072
1161,2025-01-13,Monday,P12,Bagel - Plain,Bread,1,2.25,0,2.25,upi,in-store,C0072
1162,2025-01-14,Tuesday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,cash,in-store,
1162,2025-01-14,Tuesday,P07,Blueberry Muffin,Pastry,3,2.75,15,7.01,cash,in-store,
1162,2025-01-14,Tuesday,P07,Blueberry Muffin,Pastry,3,2.75,15,7.01,cash,in-store,
1163,2025-01-14,Tuesday,P14,Rye Loaf,Bread,1,4.9,15,4.17,card,in-store,
1164,2025-01-14,Tuesday,P01,Sourdough Loaf,Bread,2,4.5,0,9.0,cash,online,C0083
1164,2025-01-14,Tuesday,P03,Whole Wheat Loaf,Bread,1,4.75,15,4.04,cash,online,C0083
1165,2025-01-14,Tuesday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,upi,online,
1165,2025-01-14,Tuesday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,upi,online,
1165,2025-01-14,Tuesday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,upi,online,
1166,2025-01-14,Tuesday,P06,Cinnamon Roll,Pastry,1,3.75,0,3.75,upi,in-store,
1167,2025-01-15,Wednesday,P07,Blueberry Muffin,Pastry,1,2.75,0,2.75,card,in-store,
1168,2025-01-15,Wednesday,P10,Birthday Cake (whole),Cake,1,32.0,0,32.0,card,in-store,C0049
1168,2025-01-15,Wednesday,P08,Chocolate Chip Cookie,Cookie,1,2.0,0,2.0,card,in-store,C0049
1170,2025-01-15,Wednesday,P15,Scone - Blueberry,Pastry,1,3.0,0,3.0,cash,online,C0081
1171,2025-01-15,Wednesday,P07,Blueberry Muffin,Pastry,2,2.75,0,5.5,upi,in-store,C0036
